көркем еңбек 413/415,информатика 409/415,дүн тарихы 111,құқық негіздері 111,дене шынықтыру спорт зал
қазақ тілі 103,информатика 409/415,сынып сағаты 312,,дене шынықтыру спорт зал
,,,,
,,,,
физика  311/410,химия 121,ағылшын тілі 216/317,физика  311/410,Қазақстан тарихы 111
физика  311/410,химия 121,ағылшын тілі 216/317,физика  311/410,Қазақстан тарихы 111
ағылшын тілі 216/317,геометрия 203/207,биология 229,геометрия 203/207,алгебрадан ЕШП 203/207
ағылшын тілі 216/317,геометрия 203/207,физика ЕШП 311/410,геометрия 203/207,дүн тарихы 111
алгебра 203/207,информатика 409/415,алгебра 203/207,орыс тілі ж/е әд. 105,қазақ әдебиеті 103
алгебра 203/207,информатика 409/415,алгебра 203/207,құқық негіздері 111,қазақ әдебиеті 103
қазақ тілі 103,орыс тілі ж/е әд. 105,дене шынықтыру спорт зал,география 123,
көркем еңбек 413/415,орыс тілі ж/е әд. 105,дене шынықтыру спорт зал,информатика 409/415,
,,,сынып сағаты 111,
,,,,
қазақ әдебиеті 103,физика  311/403,алгебра 203/207,геометрия 203/207,химия 121
қазақ әдебиеті 103,физика  311/403,алгебра 203/207,геометрия 203/207,қазақ тілі 103
алгебра 203/207,Қазақстан тарихы 309,дене шынықтыру спорт зал,орыс тілі ж/е әд. 105,химия 121
алгебра 203/207,Қазақстан тарихы 309,дене шынықтыру спорт зал,көркем еңбек 413/415,алгебрадан ЕШП 203/207
информатика 413/415,орыс тілі ж/е әд. 105,дүн. тарихы 309,физика ЕШП 311/403,физика  311/403
информатика 413/415,орыс тілі ж/е әд. 105,құқық негіздері 309,информатика 413/415,физика  311/403
ағылшын тілі 222/317,геометрия 203/207,биология 229,сынып сағаты 105,ағылшын тілі 222/317
ағылшын тілі 222/317,геометрия 203/207,,,ағылшын тілі 222/317
география 123,,,,
,,,,
русский язык 109,геометрия 201/227,каз. яз и лит-ра 112/237,физика 313/414,ПРЗ по алгебре 201/227
география 315,физика 313/414,алгебра 201/227,англ. язык 222/317,информатика 411/А208
биология 229,физика 313/414,алгебра 201/227,англ. язык 222/317,информатика 411/А208
алгебра 201/227,англ. язык 222/317,химия 119,геометрия 201/227,физ-ра спорт. зал
алгебра 201/227,англ. язык 222/317,химия 119,геометрия 201/227,физ-ра спорт. зал
информатика А202/А208,классный час 237,ист. Казахстана 405,всемир. история 405,русская лит-ра 121
ПРЗ по физике 313/414,,ист. Казахстана 405,основы право 405,русская лит-ра 121
,,,,
,,,,
худ. труд А202/А203,физика 313/414,алгебра 201/227,англ. язык 239/317,классный час 312
алгебра 201/227,информатика 411/415,каз. яз и лит-ра 112/202,геометрия 201/227,ПРЗ по алгебре 201/227
алгебра 201/227,информатика 411/415,каз. яз и лит-ра 112/202,геометрия 201/227,химия 119
англ. язык 239/317,география 315,ист. Казахстана 405,физика 313/414,основы право 405
англ. язык 239/317,геометрия 201/227,ист. Казахстана 405,физика 313/414,каз. яз и лит-ра 112/202
ПРЗ по физике 313/414,геометрия 201/227,русская лит-ра 109,физ-ра спорт. зал,информатика 411/А208
биология 229,,русская лит-ра 109,физ-ра спорт. зал,всемир. история 405
,,,,
,,,,
алгебра 210/235,геометрия 235/202,рус. лит-ра А107,геометрия 210/235,каз. яз и лит-ра 112/202
классный час 107,каз. яз и лит-ра 112/202,ист. Казахстана 405,химия 119,англ. язык 222/317
география 315,каз. яз и лит-ра 112/202,ист. Казахстана 405,химия 119,англ. язык 222/317
биология 229,физика 313/414,алгебра 235/231,физ-ра спорт. зал,ПРЗ по алгебре 235/227
ПРЗ по физике 313/414,физика 313/414,алгебра 235/231,физ-ра спорт. зал,информатика 411/А208
худ. труд А202/А203,англ. язык 222/317,информатика 411/А208,физика 313/414,русский язык А108
основы право 405,англ. язык 222/317,информатика 411/А208,физика 313/414,
,,,,
,,,,
алгебра 201/227,англ. язык 222/317,ист. Казахстана 405,геометрия 201/227,химия 119
каз. яз и лит-ра 202/237,геометрия 201/227,рус. лит-ра А107,физика 313/414,химия 119
каз. яз и лит-ра 202/237,геометрия 201/227,рус. лит-ра А107,физика 313/414,русский язык А108
ПРЗ по физике 313/414,информатика 411/413,алгебра 201/227,физ-ра спорт. зал,информатика 411/А208
география 315,информатика 411/413,алгебра 201/227,физ-ра спорт. зал,всемир. история 405
основы право 405,физика 313/414,классный час акт. зал,англ. язык 222/317,каз. яз и лит-ра A210/A211
худ. труд А202/А203,физика 313/414,,англ. язык 222/317,биология 229
,,,,
,,,,
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
