информатика А203/411,геометрия 104/117,алгебра 104/117,информатика А203/411,рус. лит-ра 101
алгебра 104/117,физика 401/407,Ист.Казахстана А320,химия 119,геометрия 104/117
алгебра 104/117,физика 401/407,Ист.Казахстана А320,химия 119,геометрия 104/117
англ. язык 204/239,русский язык 107,ПРЗ по физике 401/407,физ-ра спорт. зал,англ. язык 204/239
англ. язык 204/239,русский язык 107,,физ-ра спорт. зал,англ. язык 204/239
,,,,
,,,,
англ. язык 208/239,русский язык 107,алгебра 104/117,классный час 107,информатика А203/411
англ. язык 208/239,русский язык 107,алгебра 104/117,ПРЗ по алгебре 104/117,информатика А203/411
алгебра 104/117,физ-ра спорт.зал,физика 401/407,англ. язык 208/239,геометрия 104/117
алгебра 104/117,физ-ра спорт.зал,физика 401/407,англ. язык 208/239,геометрия 104/117
информатика А203/411,геометрия 104/117,каз. яз и лит-ра 114/116,рус. лит-ра 315,химия 119
каз. яз и лит-ра 114/116,геометрия 104/117,каз. яз и лит-ра 114/116,рус. лит-ра 315,химия 119
ПРЗ по физике 401/408,география 315,худ. труд A015/112,Ист.Казахстана А320,физика 401/407
всемир. история А320,биология 315,,Ист.Казахстана А320,физика 401/407
,,,,
,,,,
алгебра 104/117,геометрия 104/117,англ. язык 208/239,рус. лит-ра 315,геометрия 104/117
алгебра 104/117,геометрия 104/117,англ. язык 208/239,рус. лит-ра 315,геометрия 104/117
ПРЗ по физике 401/407,русский язык 107,каз. яз и лит-ра 114/116,ПРЗ по алгебре 104/117,физика 401/407
каз. яз и лит-ра 114/116,русский язык 107,каз. яз и лит-ра 114/116,физ-ра спорт. зал,физика 401/407
география 315,классный час 111,алгебра 104/117,физ-ра спорт. зал,англ. язык 208/239
информатика А203/411,биология 315,алгебра 104/117,информатика А203/411,англ. язык 208/239
всемир. история А320,физика 401/407,Ист.Казахстана А320,информатика А203/411,химия 119
худ. труд A015/А003,физика 401/407,Ист.Казахстана А320,,химия 119
,,,,
,,,,
всемир. история А320,англ. язык 208/239,Ист.Казахстана А320,информатика А203/411,биология 315
география 315,англ. язык 208/239,Ист.Казахстана А320,информатика А203/411,худ. труд A015/А003
информатика А203/411,геометрия 210/235,алгебра 210/235,рус. лит-ра 315,геометрия 210/235
ПРЗ по физике 401/407,геометрия 210/235,алгебра 210/235,рус. лит-ра 315,геометрия 210/235
алгебра 210/235,русский язык 107,физика 401/407,ПРЗ по алгебре 210/235,физика 401/407
алгебра 210/235,русский язык 107,физика 401/407,каз. яз и лит-ра 202/237,физика 401/407
каз. яз и лит-ра 202/237,сынып сағаты 312,химия 119,англ. язык 208/239,физ-ра 401/407
каз. яз и лит-ра 202/237,,химия 119,англ. язык 208/239,физ-ра 401/407
,,,,
,,,,
